signal_id,signal_sanasi,eskalatsiya
SG_005582,2025-10-03,0
SG_005584,2026-01-01,0
SG_005585,2025-04-06,0
SG_005586,2026-10-30,0
SG_005587,2026-09-13,0
SG_005588,2026-05-16,0
SG_005589,2025-07-29,0
SG_005590,2025-10-01,0
SG_005595,2025-11-21,0
SG_005596,2025-01-29,0
SG_005597,2025-07-19,0
SG_005598,2025-12-14,0
SG_005600,2025-11-03,0
SG_005601,2026-05-14,0
SG_005602,2026-06-12,0
SG_005604,2025-07-31,0
SG_005605,2026-09-11,1
SG_005607,2026-04-30,0
SG_005608,2026-03-03,0
SG_005609,2025-10-08,0
SG_005610,2026-04-17,0
SG_005612,2026-08-22,0
SG_005613,2025-03-11,1
SG_005614,2025-05-08,0
SG_005616,2025-12-21,0
SG_005617,2026-03-26,0
SG_005618,2025-03-10,0
SG_005619,2025-12-18,0
SG_005620,2025-07-07,0
SG_005621,2026-08-29,0
SG_005623,2025-01-22,0
SG_005624,2026-01-03,0
SG_005626,2025-06-15,0
SG_005627,2026-09-02,0
SG_005628,2026-04-27,0
SG_005629,2026-04-04,0
SG_005631,2026-12-29,0
SG_005632,2025-09-19,0
SG_005633,2026-03-26,0
SG_005637,2026-04-17,0
SG_005639,2026-04-15,0
SG_005641,2026-04-23,0
SG_005642,2026-06-21,0
SG_005646,2026-01-06,0
SG_005647,2026-08-17,0
SG_005648,2026-07-04,0
SG_005649,2026-02-08,1
SG_005651,2026-02-10,0
SG_005652,2026-01-13,0
SG_005653,2026-12-28,1
SG_005657,2025-06-10,0
SG_005658,2025-06-03,0
SG_005659,2025-01-06,0
SG_005660,2026-03-22,1
SG_005662,2025-05-10,0
SG_005663,2025-12-25,0
SG_005665,2025-08-03,0
SG_005667,2026-06-29,0
SG_005668,2025-10-23,0
SG_005669,2025-06-17,0
SG_005670,2026-11-07,0
SG_005672,2025-02-04,1
SG_005673,2025-08-21,0
SG_005674,2025-10-21,1
SG_005675,2026-04-23,0
SG_005676,2025-06-10,0
SG_005677,2026-12-01,0
SG_005678,2025-08-20,1
SG_005679,2025-12-21,0
SG_005680,2025-11-23,0
SG_005682,2025-11-10,0
SG_005684,2026-09-02,0
SG_005685,2025-01-29,1
SG_005686,2025-07-28,1
SG_005689,2025-03-16,0
SG_005690,2025-12-10,0
SG_005695,2025-09-03,1
SG_005697,2025-10-17,0
SG_005698,2026-04-04,0
SG_005699,2025-11-06,0
SG_005700,2026-03-07,0
SG_005701,2026-04-17,0
SG_005702,2026-01-31,0
SG_005705,2025-10-31,0
SG_005708,2025-05-14,0
SG_005709,2026-01-23,0
SG_005710,2025-09-08,0
SG_005711,2025-08-21,0
SG_005712,2025-05-30,0
SG_005714,2026-03-15,0
SG_005716,2026-06-13,0
SG_005717,2026-02-03,0
SG_005718,2025-04-22,0
SG_005720,2026-09-30,0
SG_005721,2025-09-10,1
SG_005723,2025-12-26,0
SG_005727,2025-06-02,0
SG_005728,2025-08-04,0
SG_005729,2026-11-02,0
SG_005731,2026-07-10,0
SG_005732,2026-08-09,1
SG_005733,2025-12-26,0
SG_005734,2026-10-23,1
SG_005737,2025-01-17,1
SG_005738,2025-10-23,0
SG_005739,2025-08-03,0
SG_005741,2025-08-12,1
SG_005742,2025-09-12,0
SG_005743,2025-02-17,0
SG_005744,2025-09-04,0
SG_005745,2025-12-12,0
SG_005746,2025-01-20,1
SG_005747,2025-10-25,0
SG_005749,2025-05-25,0
SG_005751,2025-11-21,0
SG_005752,2026-02-15,0
SG_005754,2025-08-20,1
SG_005755,2026-04-28,0
SG_005756,2025-09-21,0
SG_005757,2025-12-23,0
SG_005760,2025-09-08,0
SG_005761,2025-01-27,0
SG_005762,2025-09-21,0
SG_005763,2025-05-13,0
SG_005766,2026-07-15,0
SG_005767,2026-04-29,0
SG_005768,2026-03-08,0
SG_005769,2025-09-11,0
SG_005770,2026-02-20,0
SG_005771,2025-07-01,0
SG_005774,2026-03-20,0
SG_005775,2025-03-14,0
SG_005777,2025-07-06,0
SG_005779,2025-05-15,0
SG_005780,2026-03-20,0
SG_005781,2026-04-24,0
SG_005782,2026-02-28,0
SG_005783,2026-09-23,0
SG_005785,2025-11-21,0
SG_005787,2025-08-11,0
SG_005788,2025-09-09,0
SG_005790,2026-05-27,0
SG_005791,2026-04-29,0
SG_005792,2026-08-16,0
SG_005793,2025-10-14,0
SG_005795,2026-01-16,0
SG_005797,2025-07-22,0
SG_005798,2025-07-07,0
SG_005799,2026-12-26,1
SG_005800,2025-09-28,0
SG_005802,2026-08-13,1
SG_005803,2025-09-29,0
SG_005804,2025-04-10,1
SG_005805,2025-06-18,0
SG_005806,2026-09-14,0
SG_005808,2026-03-29,0
SG_005810,2026-03-05,0
SG_005812,2025-02-06,0
SG_005815,2025-04-04,0
SG_005816,2026-03-14,1
SG_005819,2026-03-10,0
SG_005822,2026-11-26,0
SG_005823,2025-05-10,1
SG_005826,2025-09-18,0
SG_005829,2025-08-09,0
SG_005831,2025-03-20,0
SG_005832,2025-08-09,0
SG_005833,2025-08-11,0
SG_005834,2025-12-06,0
SG_005835,2025-10-15,0
SG_005836,2025-09-21,0
SG_005837,2026-07-30,0
SG_005839,2025-08-09,0
SG_005841,2026-06-10,0
SG_005843,2025-02-03,0
SG_005844,2026-10-14,0
SG_005845,2025-08-02,0
SG_005849,2026-02-23,0
SG_005850,2026-05-04,0
SG_005851,2025-09-19,0
SG_005852,2025-01-09,1
SG_005853,2025-06-15,0
SG_005854,2025-03-16,0
SG_005855,2026-02-25,0
SG_005856,2026-01-16,0
SG_005858,2025-11-29,0
SG_005859,2026-06-30,0
SG_005860,2025-08-23,0
SG_005863,2026-10-22,0
SG_005864,2025-04-29,0
SG_005865,2025-10-19,0
SG_005866,2026-05-03,0
SG_005867,2026-02-15,0
SG_005868,2025-11-14,0
SG_005869,2025-06-18,0
SG_005870,2026-11-24,0
SG_005876,2026-02-10,0
SG_005878,2026-06-02,0
SG_005879,2026-05-10,0
SG_005881,2026-07-27,0
SG_005882,2026-03-26,0
SG_005883,2026-10-07,0
SG_005885,2026-05-20,0
SG_005886,2025-12-18,0
SG_005887,2025-12-14,0
SG_005888,2026-11-06,1
SG_005889,2025-02-22,0
SG_005890,2026-09-11,0
SG_005891,2026-07-31,0
SG_005893,2026-10-14,0
SG_005895,2025-09-15,1
SG_005896,2026-01-06,0
SG_005897,2025-02-11,1
SG_005900,2026-02-06,0
SG_005901,2025-10-30,0
SG_005902,2026-04-11,0
SG_005903,2025-05-13,0
SG_005904,2026-01-27,0
SG_005906,2025-12-08,1
SG_005907,2026-12-07,0
SG_005908,2026-04-27,0
SG_005911,2026-03-21,1
SG_005912,2025-08-29,1
SG_005913,2026-03-23,0
SG_005914,2026-08-24,0
SG_005915,2025-11-21,0
SG_005916,2026-05-10,0
SG_005917,2026-04-05,0
SG_005918,2026-10-15,1
SG_005919,2025-07-29,0
SG_005923,2025-06-27,1
SG_005924,2025-12-10,0
SG_005926,2026-06-03,0
SG_005927,2025-10-22,1
SG_005929,2026-11-22,0
SG_005930,2025-10-24,1
SG_005931,2025-12-28,0
SG_005933,2026-09-29,0
SG_005936,2026-03-07,1
SG_005938,2026-05-17,1
SG_005940,2026-07-04,1
SG_005941,2026-12-03,0
SG_005942,2025-01-09,0
SG_005944,2025-05-13,1
SG_005945,2025-03-29,0
SG_005946,2026-03-15,1
SG_005947,2026-05-28,0
SG_005948,2025-08-31,0
SG_005949,2026-10-08,0
SG_005950,2026-01-27,0
SG_005952,2025-01-23,0
SG_005953,2026-08-21,0
SG_005954,2025-05-25,0
SG_005956,2026-12-08,0
SG_005957,2026-01-08,1
SG_005958,2025-11-09,0
SG_005960,2025-03-09,1
SG_005961,2026-02-21,0
SG_005962,2026-07-11,1
SG_005963,2025-06-13,0
SG_005964,2026-02-08,0
SG_005965,2025-06-08,0
SG_005968,2026-02-19,0
SG_005970,2025-02-08,0
SG_005971,2025-04-16,0
SG_005972,2026-12-24,0
SG_005973,2026-06-09,0
SG_005974,2025-03-28,0
SG_005975,2026-03-27,0
SG_005978,2026-09-16,0
SG_005981,2026-03-01,1
SG_005982,2026-08-05,0
SG_005983,2026-02-10,0
SG_005984,2025-10-31,1
SG_005987,2026-02-28,0
SG_005988,2025-10-30,0
SG_005989,2025-11-28,0
SG_005990,2025-07-23,0
SG_005992,2026-02-01,0
SG_005993,2026-06-28,0
SG_005994,2026-10-29,0
SG_005995,2025-05-08,0
SG_005996,2026-10-27,0
SG_005997,2025-12-09,0
SG_005998,2025-08-25,0
SG_006001,2025-01-15,0
SG_006002,2026-09-01,0
SG_006003,2025-01-30,0
SG_006005,2026-08-28,0
SG_006006,2026-04-21,1
SG_006007,2026-07-31,0
SG_006008,2026-06-23,0
SG_006010,2026-09-15,0
SG_006011,2025-05-12,0
SG_006014,2026-06-02,0
SG_006015,2025-07-22,1
SG_006016,2025-01-30,0
SG_006017,2025-11-21,0
SG_006018,2025-12-08,0
SG_006019,2026-03-29,0
SG_006020,2026-06-03,1
SG_006021,2026-03-31,0
SG_006024,2025-10-14,0
SG_006025,2025-04-14,0
SG_006027,2026-11-14,0
SG_006030,2026-01-08,0
SG_006031,2025-06-04,1
SG_006032,2025-10-02,0
SG_006034,2026-10-28,0
SG_006037,2026-06-05,0
SG_006040,2026-10-09,0
SG_006042,2026-03-27,0
SG_006043,2026-09-16,0
SG_006044,2025-12-26,0
SG_006045,2025-08-27,0
SG_006046,2025-01-06,0
SG_006048,2026-12-12,0
SG_006051,2025-01-15,0
SG_006052,2025-09-10,0
SG_006053,2025-07-06,0
SG_006055,2025-11-13,0
SG_006056,2026-08-26,0
SG_006057,2025-08-15,1
SG_006058,2025-02-06,0
SG_006059,2026-12-15,0
SG_006060,2025-10-02,0
SG_006061,2026-10-29,0
SG_006062,2026-02-18,0
SG_006064,2026-06-27,0
SG_006065,2026-03-22,0
SG_006066,2026-06-01,0
SG_006068,2025-12-19,1
SG_006070,2025-03-10,1
SG_006071,2026-02-08,1
SG_006072,2026-02-07,0
SG_006078,2025-02-08,0
SG_006080,2026-09-05,0
SG_006082,2026-02-02,0
SG_006083,2025-08-03,0
SG_006084,2025-06-14,0
SG_006085,2025-12-19,0
SG_006087,2025-02-15,0
SG_006088,2025-03-20,0
SG_006089,2025-11-07,0
SG_006090,2025-07-20,0
SG_006091,2026-05-04,0
SG_006093,2026-07-09,0
SG_006094,2025-12-26,0
SG_006096,2025-08-17,0
SG_006098,2025-05-09,0
SG_006100,2025-10-08,1
SG_006102,2025-10-13,0
SG_006103,2026-04-03,0
SG_006104,2026-04-09,0
SG_006105,2025-11-04,0
SG_006106,2025-05-29,0
SG_006107,2026-04-18,0
SG_006108,2026-03-23,1
SG_006109,2025-01-04,0
SG_006110,2026-12-22,0
SG_006111,2025-09-18,0
SG_006113,2026-03-14,0
SG_006114,2026-02-12,0
SG_006115,2025-12-15,0
SG_006116,2026-10-08,0
SG_006117,2026-05-15,0
SG_006118,2026-06-13,1
SG_006119,2026-03-09,1
SG_006120,2025-06-08,0
SG_006121,2026-12-14,0
SG_006123,2026-02-05,0
SG_006124,2025-07-31,0
SG_006125,2025-09-15,0
SG_006126,2025-01-26,0
SG_006128,2025-02-22,0
SG_006129,2025-11-16,0
SG_006130,2025-09-14,0
SG_006132,2026-02-04,0
SG_006134,2025-05-06,0
SG_006135,2026-09-03,0
SG_006138,2026-01-25,0
SG_006139,2025-10-19,0
SG_006141,2025-10-13,0
SG_006142,2026-02-11,0
SG_006144,2026-06-07,1
SG_006145,2026-12-08,0
SG_006146,2026-04-30,0
SG_006147,2025-08-11,0
SG_006149,2025-11-11,0
SG_006152,2025-10-28,0
SG_006153,2025-07-10,0
SG_006155,2025-12-20,0
SG_006156,2025-06-22,0
SG_006157,2025-12-04,0
SG_006158,2025-04-11,0
SG_006159,2025-10-14,0
SG_006160,2025-02-27,0
SG_006162,2025-02-11,0
SG_006164,2026-05-26,1
SG_006165,2025-08-31,0
SG_006166,2025-05-01,0
SG_006167,2026-11-16,0
SG_006168,2026-07-02,0
SG_006171,2025-08-20,0
SG_006172,2025-08-22,1
SG_006173,2026-08-12,1
SG_006174,2026-08-29,0
SG_006175,2025-06-14,0
SG_006176,2025-01-04,0
SG_006177,2025-02-19,0
SG_006178,2025-02-21,0
SG_006180,2025-11-17,0
SG_006182,2025-03-14,0
SG_006183,2025-08-25,0
SG_006185,2026-07-27,0
SG_006186,2025-09-14,0
SG_006188,2026-10-29,0
SG_006190,2025-03-05,0
SG_006191,2026-12-01,0
SG_006192,2025-12-25,0
SG_006193,2026-02-18,1
SG_006194,2026-02-17,0
SG_006195,2025-02-23,0
SG_006196,2026-01-31,0
SG_006198,2025-10-27,1
SG_006199,2025-05-05,0
SG_006200,2026-03-26,0
SG_006201,2026-01-10,0
SG_006203,2026-03-19,0
SG_006204,2025-03-13,0
SG_006205,2026-11-11,1
SG_006207,2025-02-18,0
SG_006208,2025-02-23,0
SG_006209,2025-06-10,0
SG_006210,2026-09-02,1
SG_006211,2026-04-19,0
SG_006214,2026-09-05,0
SG_006215,2026-11-27,0
SG_006216,2025-08-25,1
SG_006217,2025-01-27,0
SG_006219,2026-08-08,0
SG_006220,2025-08-09,0
SG_006221,2025-05-08,1
SG_006223,2025-08-08,1
SG_006227,2025-12-26,0
SG_006228,2025-02-13,0
SG_006230,2026-07-20,1
SG_006231,2025-09-27,0
SG_006232,2026-12-12,0
SG_006233,2025-05-19,0
SG_006234,2025-02-08,0
SG_006235,2025-03-20,0
SG_006236,2026-12-21,0
SG_006239,2026-08-13,0
SG_006243,2026-12-29,0
SG_006246,2026-12-05,1
SG_006248,2025-05-03,0
SG_006249,2026-05-02,0
SG_006253,2026-03-12,0
SG_006255,2026-05-06,0
SG_006257,2026-06-30,0
SG_006258,2025-07-07,0
SG_006259,2025-02-27,0
SG_006261,2026-03-15,0
SG_006265,2026-04-10,0
SG_006267,2026-07-17,0
SG_006268,2025-10-31,0
SG_006270,2026-03-31,1
SG_006271,2025-10-24,1
SG_006272,2025-12-25,1
SG_006273,2026-04-01,0
SG_006274,2025-07-13,0
SG_006276,2025-10-22,0
SG_006278,2026-03-20,0
SG_006279,2025-03-22,0
SG_006280,2025-02-10,0
SG_006281,2025-09-07,1
SG_006282,2025-01-02,0
SG_006285,2025-07-08,0
SG_006286,2026-06-15,0
SG_006289,2026-02-12,0
SG_006290,2025-04-06,0
SG_006291,2026-09-26,0
SG_006292,2025-05-20,0
SG_006293,2025-10-04,0
SG_006294,2026-08-04,1
SG_006295,2026-03-28,0
SG_006296,2025-05-06,1
SG_006297,2026-08-19,0
SG_006298,2025-03-15,0
SG_006299,2026-09-02,1
SG_006302,2026-01-09,0
SG_006303,2026-10-11,0
SG_006305,2025-10-08,0
SG_006307,2025-02-06,0
SG_006308,2025-07-16,0
SG_006309,2026-06-28,0
SG_006310,2025-12-15,0
SG_006311,2026-04-15,1
SG_006312,2025-08-26,1
SG_006314,2025-08-24,0
SG_006316,2025-07-14,0
SG_006318,2026-04-07,0
SG_006319,2025-06-03,0
SG_006321,2025-01-27,0
SG_006323,2025-11-13,0
SG_006324,2026-04-21,0
SG_006325,2026-01-14,1
SG_006327,2025-02-04,1
SG_006329,2025-10-07,0
SG_006330,2025-07-18,0
SG_006332,2025-08-18,0
SG_006333,2025-06-01,0
SG_006334,2025-07-23,0
SG_006335,2025-02-28,0
SG_006336,2025-06-03,0
SG_006338,2025-01-22,0
SG_006339,2025-11-03,0
SG_006341,2025-11-20,0
SG_006342,2026-10-10,0
SG_006343,2026-03-28,0
SG_006344,2025-10-12,0
SG_006346,2025-03-02,1
SG_006347,2025-05-17,0
SG_006350,2025-12-17,0
SG_006351,2026-08-30,0
SG_006352,2026-07-19,0
SG_006353,2025-02-18,0
SG_006354,2026-04-26,0
SG_006355,2025-09-27,0
SG_006359,2025-07-16,0
SG_006361,2025-07-24,1
SG_006362,2025-11-15,0
SG_006363,2026-05-27,0
SG_006364,2025-12-16,0
SG_006365,2025-09-26,0
SG_006366,2025-12-09,0
SG_006367,2026-03-06,0
SG_006368,2026-03-06,1
SG_006369,2025-10-31,0
SG_006370,2025-08-09,0
SG_006372,2026-01-14,0
SG_006374,2026-10-30,0
SG_006375,2025-12-10,1
SG_006376,2026-10-04,0
SG_006377,2026-09-10,0
SG_006378,2025-12-17,0
SG_006379,2026-12-16,0
SG_006381,2026-04-13,1
SG_006383,2025-12-20,0
SG_006384,2025-08-30,0
SG_006385,2025-02-17,1
SG_006386,2026-04-07,0
SG_006387,2026-05-27,1
SG_006389,2025-10-01,0
SG_006390,2026-10-07,0
SG_006391,2025-01-13,0
SG_006392,2025-11-22,0
SG_006395,2025-02-28,0
SG_006397,2025-03-01,0
SG_006399,2025-12-12,0
SG_006401,2025-09-06,0
SG_006402,2026-05-05,1
SG_006405,2026-11-15,0
SG_006406,2026-12-24,0
SG_006407,2026-12-09,0
SG_006408,2025-07-09,0
SG_006409,2026-03-23,0
SG_006410,2025-01-31,1
SG_006412,2025-08-28,1
SG_006413,2026-02-19,0
SG_006414,2026-08-29,0
SG_006415,2026-05-03,0
SG_006416,2026-04-03,1
SG_006419,2026-05-06,0
SG_006422,2025-12-21,0
SG_006425,2025-04-04,0
SG_006426,2026-09-01,1
SG_006427,2026-09-13,0
SG_006428,2025-12-20,0
SG_006430,2025-05-14,0
SG_006431,2025-04-25,0
SG_006432,2025-12-27,0
SG_006433,2026-01-15,0
SG_006434,2026-03-02,0
SG_006436,2026-02-07,0
SG_006437,2025-10-03,0
SG_006440,2025-01-16,0
SG_006442,2026-03-14,0
SG_006443,2026-05-21,0
SG_006444,2025-07-03,1
SG_006447,2025-10-31,0
SG_006449,2026-06-09,0
SG_006450,2026-08-12,0
SG_006453,2026-03-11,0
SG_006454,2025-02-20,0
SG_006456,2025-11-26,0
SG_006457,2025-09-28,0
SG_006458,2026-07-13,0
SG_006459,2025-02-02,0
SG_006460,2026-02-22,0
SG_006461,2026-07-16,0
SG_006462,2025-03-03,0
SG_006464,2026-05-07,0
SG_006465,2026-10-19,1
SG_006466,2026-06-06,0
SG_006468,2026-04-17,0
SG_006471,2026-05-25,0
SG_006472,2026-03-18,0
SG_006473,2025-07-20,0
SG_006474,2025-03-25,0
SG_006475,2026-04-11,0
SG_006476,2025-02-20,0
SG_006478,2025-06-06,0
SG_006479,2026-09-12,0
SG_006481,2025-01-20,0
SG_006482,2025-06-17,0
SG_006483,2026-02-06,1
SG_006484,2025-10-02,0
SG_006485,2026-03-14,0
SG_006489,2026-11-10,0
SG_006492,2025-11-19,0
SG_006495,2026-05-09,0
SG_006499,2026-05-15,0
SG_006501,2025-08-12,0
SG_006504,2025-10-20,1
SG_006508,2025-09-07,0
SG_006509,2026-02-03,0
SG_006510,2025-12-28,0
SG_006511,2025-10-18,0
SG_006513,2026-03-09,0
SG_006514,2026-04-02,0
SG_006515,2026-03-13,1
SG_006517,2025-08-02,1
SG_006518,2025-04-21,0
SG_006519,2026-02-28,0
SG_006521,2026-12-02,1
SG_006523,2026-06-17,0
SG_006524,2026-07-11,0
SG_006525,2025-11-19,0
SG_006526,2025-11-22,0
SG_006527,2025-03-23,0
SG_006529,2025-01-30,0
SG_006530,2026-03-14,0
SG_006531,2025-08-30,0
SG_006532,2025-06-05,0
SG_006533,2026-03-11,0
SG_006538,2025-11-22,1
SG_006540,2025-03-06,0
SG_006542,2025-12-17,0
SG_006544,2026-01-26,0
SG_006546,2025-12-17,0
SG_006547,2026-01-07,0
SG_006549,2026-02-06,0
SG_006552,2025-04-06,0
SG_006553,2026-06-10,0
SG_006554,2026-08-30,1
SG_006555,2025-06-03,0
SG_006556,2026-12-31,0
SG_006558,2025-09-30,0
SG_006559,2026-04-13,0
SG_006561,2025-10-27,0
SG_006562,2026-02-12,0
SG_006563,2026-06-12,0
SG_006565,2025-07-29,0
SG_006568,2026-08-26,0
SG_006569,2025-11-18,0
SG_006570,2026-08-27,0
SG_006571,2025-06-03,0
SG_006572,2025-11-09,0
SG_006573,2026-06-30,0
SG_006574,2025-01-24,0
SG_006575,2025-10-30,0
SG_006576,2025-09-03,1
SG_006578,2025-08-15,0
SG_006580,2025-12-30,0
SG_006582,2026-04-16,1
SG_006583,2025-01-10,0
SG_006584,2026-09-19,0
SG_006585,2025-04-14,0
SG_006586,2025-12-27,0
SG_006587,2026-01-20,0
SG_006589,2026-05-16,1
SG_006590,2025-12-19,0
SG_006591,2026-03-16,0
SG_006593,2025-08-01,0
SG_006594,2025-01-28,1
SG_006595,2025-11-07,0
SG_006596,2025-10-24,1
SG_006598,2025-08-08,0
SG_006599,2025-06-09,0
SG_006600,2025-10-06,0
SG_006602,2025-09-11,0
SG_006603,2026-06-01,0
SG_006604,2025-06-17,0
SG_006605,2026-01-17,0
SG_006606,2026-07-29,0
SG_006609,2026-07-26,0
SG_006611,2026-03-11,0
SG_006612,2025-07-31,0
SG_006613,2025-12-18,0
SG_006614,2026-04-07,0
SG_006617,2025-10-03,1
SG_006618,2026-11-07,0
SG_006619,2025-08-03,0
SG_006621,2026-06-04,0
SG_006625,2026-04-14,0
SG_006628,2025-12-06,0
SG_006629,2026-04-04,0
SG_006630,2025-09-09,0
SG_006631,2025-05-07,0
SG_006632,2025-02-13,0
SG_006634,2025-03-04,0
SG_006635,2025-11-14,1
SG_006636,2026-08-17,0
SG_006640,2025-05-25,0
SG_006641,2026-01-09,0
SG_006642,2026-10-23,0
SG_006643,2026-04-20,0
SG_006646,2026-12-18,0
SG_006647,2025-03-20,1
SG_006648,2026-02-24,0
SG_006649,2026-08-16,0
SG_006650,2025-12-10,0
SG_006652,2025-11-07,0
SG_006653,2025-11-01,0
SG_006654,2025-10-26,0
SG_006655,2026-12-08,0
SG_006656,2026-02-13,0
SG_006657,2025-07-09,0
SG_006658,2025-09-10,1
SG_006660,2026-02-21,0
SG_006661,2026-08-06,0
SG_006662,2026-09-01,0
SG_006663,2026-01-24,0
SG_006665,2026-11-03,0
SG_006666,2026-04-29,1
SG_006667,2026-05-13,1
SG_006669,2025-03-07,0
SG_006670,2026-03-31,0
SG_006671,2025-11-03,1
SG_006672,2026-04-20,1
SG_006674,2026-02-26,0
SG_006675,2025-05-31,0
SG_006676,2025-06-01,0
SG_006677,2025-04-02,0
SG_006678,2026-03-30,0
SG_006679,2025-11-15,0
SG_006680,2025-11-09,0
SG_006681,2026-04-26,1
SG_006682,2025-10-28,0
SG_006683,2026-01-01,0
SG_006684,2025-11-17,1
SG_006685,2025-07-14,0
SG_006686,2026-05-28,0
SG_006689,2026-03-22,0
SG_006691,2025-07-26,0
SG_006692,2025-06-20,0
SG_006694,2025-07-29,0
SG_006695,2026-02-06,0
SG_006696,2026-12-12,0
SG_006697,2026-04-21,0
SG_006699,2025-11-11,0
SG_006701,2025-09-19,0
SG_006702,2025-11-25,0
SG_006703,2025-11-01,0
SG_006704,2026-04-03,0
SG_006705,2026-07-04,0
SG_006707,2025-12-28,0
SG_006708,2026-04-20,0
SG_006709,2026-12-03,0
SG_006711,2025-02-19,1
SG_006712,2025-01-01,0
SG_006714,2025-12-28,0
SG_006715,2025-11-04,0
SG_006717,2025-01-12,0
SG_006718,2026-10-06,1
SG_006719,2025-11-30,0
SG_006720,2025-03-27,1
SG_006721,2025-03-22,0
SG_006722,2025-02-11,0
SG_006723,2025-11-07,0
SG_006724,2025-07-05,0
SG_006725,2025-08-25,1
SG_006726,2026-02-08,0
SG_006727,2025-05-13,0
SG_006729,2026-03-22,1
SG_006730,2025-02-28,0
SG_006731,2025-07-28,0
SG_006732,2025-08-17,0
SG_006733,2025-12-17,0
SG_006735,2025-01-31,0
SG_006737,2025-04-23,0
SG_006738,2025-07-28,0
SG_006739,2025-01-05,1
SG_006740,2025-12-04,0
SG_006741,2026-03-24,1
SG_006742,2025-09-03,0
SG_006743,2026-09-18,0
SG_006746,2025-11-03,0
SG_006747,2025-01-04,1
SG_006748,2026-04-20,0
SG_006750,2026-11-10,0
SG_006751,2026-08-07,0
SG_006752,2025-10-25,0
SG_006753,2025-02-16,0
SG_006754,2025-05-09,0
SG_006755,2025-05-06,0
SG_006756,2025-11-23,0
SG_006757,2025-08-09,0
SG_006759,2025-06-17,0
SG_006761,2025-06-04,1
SG_006762,2025-01-24,0
SG_006763,2025-11-16,0
SG_006764,2026-01-16,0
SG_006767,2025-06-21,0
SG_006768,2026-01-28,1
SG_006770,2026-01-09,1
SG_006771,2026-06-09,0
SG_006772,2026-03-18,0
SG_006773,2025-09-04,1
SG_006774,2025-10-19,0
SG_006775,2026-02-24,1
SG_006776,2026-04-08,0
SG_006777,2025-06-04,0
SG_006779,2026-05-03,0
SG_006782,2025-11-14,1
SG_006783,2026-07-06,1
SG_006784,2025-07-20,0
SG_006785,2026-03-28,0
SG_006787,2025-02-25,0
SG_006788,2025-11-01,0
SG_006790,2025-07-01,1
SG_006791,2026-06-29,0
SG_006794,2026-11-01,0
SG_006795,2025-02-15,1
SG_006796,2026-04-12,1
SG_006797,2026-11-11,0
SG_006798,2026-04-04,0
SG_006799,2025-09-16,0
SG_006801,2026-05-22,0
SG_006803,2026-05-17,0
SG_006804,2025-11-02,1
SG_006805,2025-09-02,0
SG_006806,2025-12-06,0
SG_006807,2025-04-02,0
SG_006809,2026-06-07,0
SG_006810,2026-07-20,0
SG_006811,2026-01-13,0
SG_006812,2026-10-11,0
SG_006813,2026-02-06,0
SG_006814,2026-01-20,0
SG_006815,2025-07-27,0
SG_006816,2026-01-02,0
SG_006817,2025-08-17,0
SG_006818,2026-06-29,0
SG_006819,2026-05-19,0
SG_006821,2025-11-11,0
SG_006822,2025-03-19,0
SG_006823,2025-02-12,0
SG_006824,2026-04-08,0
SG_006825,2026-01-28,0
SG_006826,2025-03-07,0
SG_006827,2025-11-25,0
SG_006828,2025-12-14,0
SG_006829,2026-03-31,1
SG_006830,2025-10-10,0
SG_006831,2025-09-13,0
SG_006832,2026-02-06,0
SG_006834,2026-01-16,1
SG_006836,2025-02-05,0
SG_006838,2026-05-16,0
SG_006839,2025-12-20,0
SG_006840,2025-08-29,0
SG_006842,2026-06-01,0
SG_006843,2025-01-10,0
SG_006844,2026-01-07,0
SG_006845,2025-03-30,0
SG_006846,2025-11-09,0
SG_006849,2026-01-07,0
SG_006850,2026-06-02,0
SG_006853,2026-08-04,0
SG_006854,2025-11-19,0
SG_006855,2025-04-16,0
SG_006856,2025-02-02,1
SG_006857,2026-03-19,0
SG_006858,2026-01-22,1
SG_006859,2026-06-06,0
SG_006862,2025-11-21,0
SG_006864,2025-10-19,0
SG_006865,2026-10-02,0
SG_006867,2025-03-31,0
SG_006869,2025-08-01,0
SG_006870,2026-03-31,0
SG_006871,2025-07-17,0
SG_006872,2026-08-23,0
SG_006873,2025-03-15,1
SG_006875,2026-05-02,0
SG_006876,2026-10-01,0
SG_006878,2025-08-03,0
SG_006882,2025-11-12,0
SG_006883,2025-12-07,0
SG_006884,2025-08-22,1
SG_006885,2025-05-06,0
SG_006886,2025-01-12,0
SG_006887,2026-08-27,0
SG_006888,2025-05-27,1
SG_006891,2025-11-26,0
SG_006892,2026-11-06,0
SG_006893,2026-03-12,0
SG_006894,2025-12-02,0
SG_006895,2026-11-08,0
SG_006896,2026-08-04,0
SG_006898,2026-04-12,1
SG_006899,2025-08-01,0
SG_006900,2026-03-01,1
SG_006902,2026-01-02,0
SG_006903,2026-06-04,0
SG_006904,2026-04-11,0
SG_006905,2026-04-11,1
SG_006906,2025-05-24,0
SG_006907,2026-01-02,0
SG_006909,2026-03-15,1
SG_006911,2025-06-17,0
SG_006912,2025-09-04,0
SG_006913,2025-03-01,1
SG_006915,2025-09-17,0
SG_006916,2026-09-10,0
SG_006917,2025-02-04,1
SG_006919,2025-09-09,0
SG_006920,2026-12-27,0
